id,num_rhyming_lines,num_perfectly_rhyming_lines,num_lines,rhyming_line_pairs
9ccc2fa6,6.0,2.0,10.0,"[('Thou, when the sickly Youth appears,', 'The trembling Hope or fainting Fears,', 0), ('Distressed in various Forms they come,', 'See how thy Presence makes them tremble!', 0.9643650760992956), ('Thou, when the sickly Youth appears,', ""Thus, from the Chaldean's darkly Veil'd"", 0.7817359599705717), ('Thou, when the sickly Youth appears,', 'Science, thine own superior Skill,', 0.8333333333333335)]"
8991b9be,8.0,6.0,8.0,"[('The branches of the trees, and makes them dance,', 'As if they heard some grand and mystic trance', 0), (""The thunder booms, a mighty drum-beat's roll,"", 'The lightning flashes, like a fiery soul', 0), ('The wind, a tempestuous enthusiast, doth sway', 'The stormy heavens, in tumultuous array', 1.0), ('The stormy heavens, in tumultuous array', ""Unfold their splendor, as the tempest's sway"", 1.0), ('The stormy heavens, in tumultuous array', ""Dances with darkness, till the dawn's pale ray"", 0)]"
6e94fdf5,8.0,3.0,11.0,"[('He left this world to be above,', 'So much I know because He loves.', 0.6009252125773316), ('And takes me home in spite of sin,', 'To live is Christ and die is gain,', 0.7637626158259733), ('To live is Christ and die is gain,', ""I've only just begun to reign,"", 0), ('Because He lives, my heart is glad;', ""With Him forevermore I'll stand,"", 0.8975274678557508), ('To live is Christ and die is gain,', 'No more death, no more sighing or pain,', 0)]"
ee244c0d,0.0,0.0,5.0,[]
2b9037f6,0.0,0.0,7.0,[]
5e79f9a6,2.0,0.0,3.0,"[('Like to a hollow church or choir at night.', 'Like music for the time doth give us eyes', 0.6666666666666667)]"
d4ab698a,10.0,5.0,11.0,"[('And we all came back from the ride', 'Widening in a circle wide.', 0.7453559924999299), ('Widening in a circle wide.', 'The horses, as they clattered by,', 1.0), ('The horses, as they clattered by,', 'Roused the black windows with their eye --', 0), ('All that could look down the street', 'Saw the gleam of our flaming feet.', 0.7637626158259734), ('There are well-known words we say:', ""Little fishes' small voices play,"", 0), (""Little fishes' small voices play,"", 'Faint laughter and thin cries all day;', 0), ('And we all came back from the ride', 'Pour a stream of yellow light.', 0.6666666666666667)]"
19ca7655,3.0,0.0,9.0,"[('To seek a loftier scene; and I beheld', 'Beneath whose shade, beneath whose spreading branches,', 1.0), ('To seek a loftier scene; and I beheld', 'Within those thickets I was lost for ever:', 1.0)]"
ddfe01e0,19.0,13.0,19.0,"[('And felt my heart with love for her entwined,', 'For in that moment I was lost to time,', 0.7180219742846006), ('And felt my heart with love for her entwined,', 'The world around us fading from my mind,', 0.6403124237432849), ('And felt my heart with love for her entwined,', 'As petals of gold danced across the ground,', 0.45825756949558405), ('As petals of gold danced across the ground,', ""And beauty's whisper echoed all around,"", 0), ('But little did I know, as sun dipped low,', 'Our paths would soon be shrouded in woe,', 0.3333333333333333), ('As petals of gold danced across the ground,', 'The shadows lengthened, darkness took hold,', 0.8660254037844386), ('The shadows lengthened, darkness took hold,', 'And with it came a sorrow to unfold,', 0), ('The shadows lengthened, darkness took hold,', 'A tale of love and loss, forever told.', 0), ('The world around us fading from my mind,', 'The daffodils, once symbols of delight,', 0.9574271077563381), ('The daffodils, once symbols of delight,', 'Now swayed in the wind, a melancholy sight,', 0), ('For in that moment I was lost to time,', 'Their beauty still, but now tinged with pain,', 0.9428090415820635), ('Their beauty still, but now tinged with pain,', 'As I stood there, my heart in vain,', 0), ('Their beauty still, but now tinged with pain,', 'Pining for what could never be regained,', 0.6454972243679028), ('Pining for what could never be regained,', 'The memories we shared, like fleeting dreams,', 0.8660254037844386), ('The memories we shared, like fleeting dreams,', 'Could not be grasped, nor held, it seems,', 0), ('The daffodils, once symbols of delight,', 'For life, it seemed, had other plans to make,', 0.9428090415820634), ('For life, it seemed, had other plans to make,', 'And our love story was forever at stake.', 0)]"
31bf038f,8.0,6.0,9.0,"[(""Then let us ride the wind's tempestuous stream"", ""And with the storm's wild music be our theme"", 0), (""Then let us ride the wind's tempestuous stream"", ""For on that day we'll know the purest dream"", 0), (""Then let us ride the wind's tempestuous stream"", 'Where love and freedom in their splendor beam', 0), (""We'll touch the sky, where eagles dare to roam"", 'Our hearts will beat as one with endless home', 0), ('Where darkness fades and light forever reigns', 'And our wild spirits will forever sustain', 0.6454972243679028)]"
